bedrooms,floors,zipcode,sqft_living,price
4,1.0,98002,1520,230.0
3,2.0,98188,3700,489.0
3,1.0,98034,2240,497.0
3,1.0,98148,1920,250.0
3,2.0,98119,2560,925.0
4,2.0,98059,1840,390.0
3,1.0,98028,2080,415.0
3,1.0,98040,1600,785.0
3,1.5,98105,2168,575.0
2,1.0,98146,860,170.0
4,1.0,98119,2100,750.0
3,1.0,98001,1140,230.0
4,2.0,98005,3090,855.0
3,2.0,98058,1330,235.0
2,1.0,98065,1360,335.0
5,2.0,98040,3420,1195.0
4,1.5,98144,2180,677.0
3,2.0,98136,1800,575.0
2,1.0,98118,1120,450.0
3,2.0,98033,2980,817.25
4,1.0,98072,2600,440.0
2,1.5,98103,1550,526.0
3,2.0,98077,3330,762.5
4,2.0,98030,2200,325.0
4,2.0,98014,3840,840.0
2,1.0,98136,840,377.5
3,1.0,98198,1270,212.5
4,2.0,98052,3240,749.4
3,1.5,98070,2480,663.0
3,2.0,98006,4470,1476.0
3,1.0,98178,1780,261.0
4,2.0,98028,1850,515.0
3,2.0,98038,2200,410.0
3,1.0,98058,2760,336.0
2,1.0,98115,1090,440.0
4,2.0,98006,3090,908.95
2,1.0,98040,820,554.0
3,2.0,98027,1445,387.0
4,2.0,98055,1810,268.643
3,1.0,98117,1620,514.0
2,2.0,98115,1060,420.0
3,1.0,98042,1050,199.0
3,1.0,98188,1010,225.0
4,2.0,98022,2050,320.0
2,1.0,98031,970,204.995
3,2.0,98029,1540,376.0
4,2.0,98029,3000,705.0
4,2.0,98065,3190,725.995
4,1.0,98058,1870,285.0
4,2.0,98001,2200,285.0
4,2.0,98075,3070,731.0
4,2.0,98040,3730,1564.35
4,1.0,98034,2440,510.0
2,1.0,98103,990,620.0
3,2.0,98053,4160,1110.0
4,2.0,98177,3670,796.0
3,1.0,98188,910,255.0
3,2.0,98199,1940,807.0
4,2.0,98038,1780,315.0
3,2.0,98052,2200,637.0
4,2.5,98144,6410,2725.0
3,1.0,98074,2070,490.0
3,1.0,98188,2040,253.0
4,2.0,98042,2320,325.9
2,1.0,98118,1440,425.0
4,2.0,98038,1700,215.0
4,2.0,98038,1700,315.0
3,1.0,98112,2050,724.8
2,1.0,98133,800,295.0
3,1.0,98177,1800,509.007
5,1.5,98030,1460,306.0
3,1.0,98023,1290,205.0
3,1.0,98031,1900,275.0
3,1.0,98122,1480,685.0
4,1.0,98034,2090,465.0
4,1.0,98033,1950,560.0
3,1.0,98008,1250,458.5
3,1.0,98008,990,354.0
3,2.0,98058,2740,441.0
3,1.0,98106,1260,194.0
4,2.0,98031,2150,316.5
3,1.5,98117,1750,524.95
3,2.0,98116,2880,1052.0
4,2.0,98005,2590,925.0
3,1.5,98103,2430,780.0
2,2.0,98038,1470,241.0
3,1.0,98166,2020,519.0
2,1.0,98136,610,286.0
3,1.0,98125,3000,400.0
2,1.0,98024,920,255.0
3,1.0,98146,1070,152.0
4,2.0,98052,3410,599.0
4,2.0,98019,1820,330.0
2,1.0,98133,1060,461.0
5,2.0,98059,3070,620.0
4,1.0,98038,2300,352.5
3,1.0,98034,1610,435.0
5,2.0,98052,2830,725.0
3,1.0,98028,970,300.0
3,2.0,98038,1680,252.0
4,1.0,98033,2040,464.625
3,2.0,98155,1450,340.0
4,1.5,98112,2870,1325.0
5,1.0,98027,1870,455.0
4,2.0,98070,2490,495.0
4,2.0,98117,3350,925.0
4,2.0,98065,3190,587.0
3,1.0,98199,1560,524.0
4,2.0,98103,2750,1030.0
2,1.0,98198,920,176.0
2,1.0,98106,1140,249.9
3,1.5,98019,2520,499.5
5,1.0,98011,3150,600.0
4,2.0,98168,2040,294.0
4,1.0,98058,1780,272.0
3,2.0,98028,2240,390.0
4,1.0,98166,3270,700.0
5,2.0,98065,3110,635.0
4,2.0,98112,1850,920.0
3,1.0,98033,1570,500.0
2,1.0,98106,750,263.5
4,2.0,98040,2240,975.0
3,2.0,98029,1870,575.0
4,2.0,98052,2683,822.0
3,1.0,98125,1490,300.0
4,2.0,98019,2340,487.6
4,1.0,98006,1700,500.0
2,3.0,98109,1450,680.0
3,2.0,98023,3310,419.0
4,1.0,98199,1520,450.0
5,1.5,98119,1260,650.0
3,1.0,98052,1840,550.0
4,1.0,98108,1750,330.0
4,1.5,98030,1450,282.51
4,2.0,98033,6330,2385.0
2,1.0,98003,1260,230.0
4,2.0,98116,2100,750.0
4,2.0,98092,2430,321.0
4,2.0,98040,4250,2196.0
4,1.0,98146,1830,245.0
2,1.0,98103,1310,510.0
4,2.0,98052,3090,751.0
4,2.0,98075,2560,675.0
3,1.0,98023,1930,295.0
2,1.0,98115,1460,312.0
3,2.0,98077,3460,730.0
5,2.0,98052,3290,762.5
3,1.5,98106,820,150.0
3,1.0,98133,1480,270.0
4,1.0,98008,1420,400.0
3,2.0,98075,2790,650.0
2,1.0,98116,1390,530.0
3,1.0,98006,950,248.0
4,1.0,98115,3000,760.0
4,1.5,98198,1280,199.0
2,1.0,98188,870,240.0
3,2.0,98199,1360,415.0
3,1.0,98059,1000,228.0
4,1.0,98133,2740,525.0
3,1.0,98125,1560,399.95
4,2.0,98052,2590,781.0
3,2.5,98115,1850,827.0
5,1.5,98034,2500,525.0
4,2.0,98053,3280,671.3
2,1.0,98126,670,175.0
5,1.0,98040,2890,1100.0
5,1.0,98004,3000,800.0
4,2.0,98038,1920,329.95
4,2.0,98034,1960,445.0
3,1.0,98032,2000,237.0
6,2.0,98199,3600,1112.5
4,2.0,98038,2740,438.9
9,2.0,98105,3650,1280.0
4,2.0,98029,2310,600.0
4,2.0,98052,2095,670.0
2,1.0,98053,1560,519.0
3,1.0,98058,1880,320.0
2,2.0,98115,840,270.0
3,2.0,98005,2730,1000.0
1,1.0,98122,860,330.0
3,1.0,98005,2320,657.5
3,1.0,98028,1540,450.0
3,1.5,98014,890,150.0
4,2.0,98010,4290,792.5
3,2.0,98034,1950,540.0
3,1.0,98003,1010,229.9
4,2.0,98038,2830,533.0
4,1.0,98002,1500,239.0
3,1.0,98038,3370,713.9
4,2.0,98092,3160,427.5
3,1.5,98133,1110,302.0
3,2.0,98006,3830,1150.0
3,2.0,98011,3160,555.0
3,2.0,98144,2100,495.0
3,1.0,98033,2240,495.0
2,1.0,98070,1060,340.0
4,1.0,98042,2350,464.95
4,2.0,98092,1940,320.0
1,1.0,98072,1160,440.0
3,2.0,98177,1840,686.0
4,1.0,98008,2260,555.0
2,1.0,98117,840,361.5
5,2.0,98105,2830,1240.0
4,1.0,98002,1600,154.95
3,1.0,98042,1370,247.2
3,1.0,98023,1960,250.0
3,2.0,98118,1470,590.3
5,1.0,98006,2740,541.125
2,2.0,98027,1090,310.0
4,1.0,98034,2460,704.111
3,1.0,98001,1820,277.5
4,1.0,98188,1960,325.0
3,2.0,98019,1760,289.2
1,1.0,98118,720,185.0
4,2.0,98199,3470,1445.0
4,1.0,98155,1370,420.55
4,1.0,98155,2370,603.0
3,1.5,98122,1390,345.0
3,1.0,98103,1840,650.0
5,1.0,98058,2790,589.95
2,2.0,98106,1460,309.95
3,1.5,98027,2620,775.0
4,1.5,98115,2230,590.0
4,2.5,98122,3250,863.5
3,1.0,98199,1190,517.5
3,1.5,98103,2090,700.0
3,1.0,98177,2580,699.0
3,2.0,98019,2100,350.0
4,2.0,98074,3160,795.0
3,1.0,98133,2090,543.0
3,2.0,98019,1570,325.0
3,1.5,98108,1020,337.5
2,1.0,98034,1300,425.0
3,1.0,98006,2110,780.0
2,1.0,98059,1210,259.0
4,1.0,98006,1990,524.4
3,1.0,98001,1630,260.0
2,2.0,98028,1384,273.0
4,2.0,98001,3380,639.9
4,2.0,98001,2480,420.0
3,1.0,98007,1270,510.5
4,1.5,98155,1010,290.0
3,1.0,98056,1490,226.0
2,1.0,98133,820,300.0
3,1.0,98053,1810,407.45
4,1.0,98178,3060,390.0
6,1.0,98177,2980,1058.8
3,2.0,98023,3440,610.0
3,1.0,98188,1820,239.975
3,1.0,98178,2320,375.0
4,2.0,98029,2620,742.5
4,1.0,98146,2190,450.0
3,1.0,98058,1780,300.0
3,1.0,98031,2200,216.6
3,1.5,98115,1600,525.0
4,1.0,98166,2450,455.0
4,2.0,98027,2680,390.0
3,1.0,98033,1850,450.0
4,1.5,98122,1740,382.0
3,1.0,98019,1490,287.0
4,1.0,98027,1960,460.0
3,2.0,98052,1380,435.0
2,1.5,98199,1510,575.0
3,1.0,98109,1410,626.7
4,1.5,98178,1440,352.0
3,1.0,98004,920,650.0
3,1.0,98002,1090,197.0
8,1.0,98133,2790,340.0
3,1.0,98033,1840,560.0
3,1.0,98034,1340,354.0
4,2.0,98074,2570,670.0
4,2.0,98029,3010,769.0
4,1.0,98103,2160,650.0
3,1.0,98004,2140,650.0
4,1.0,98031,2090,289.95
3,1.0,98058,1810,300.0
4,1.0,98126,1760,471.0
4,2.0,98029,2500,639.0
2,1.0,98178,930,287.0
4,2.0,98075,3030,740.0
3,1.0,98117,1460,499.922
4,2.0,98029,2940,675.0
5,2.0,98011,3360,738.515
3,1.0,98108,2110,445.0
4,1.0,98125,2740,1039.0
2,1.0,98144,1070,346.0
3,2.0,98118,1680,450.0
4,1.0,98042,2260,350.0
4,2.0,98112,5860,2400.0
4,1.0,98075,2380,594.95
5,2.0,98103,3320,1695.0
2,1.5,98003,1050,219.0
4,2.0,98065,2070,450.0
4,2.0,98056,1790,402.0
2,1.0,98108,840,275.0
3,1.0,98122,990,421.5
3,2.0,98014,4120,560.0
3,1.0,98059,1620,314.0
4,1.0,98146,1340,287.0
4,1.5,98055,1500,277.0
2,1.0,98116,1300,337.5
4,2.0,98052,3100,792.0
3,2.0,98019,3380,435.0
4,1.0,98055,2660,313.1
3,1.5,98117,1700,575.0
4,1.0,98177,1840,510.0
2,1.0,98126,890,299.95
3,1.0,98199,2800,1028.0
4,1.0,98133,2010,364.0
3,1.0,98133,1380,335.0
3,1.0,98198,1210,219.95
3,1.0,98038,1280,215.0
4,2.0,98092,4090,640.0
3,1.0,98199,1580,535.0
4,1.0,98003,1910,253.0
2,2.0,98112,1740,650.0
3,1.5,98117,1130,672.0
3,1.0,98177,1970,606.0
3,1.0,98059,1780,292.0
3,1.0,98030,1670,289.95
4,1.0,98023,1360,257.5
3,1.0,98133,1840,380.0
3,3.0,98103,1255,360.0
3,1.0,98031,1840,269.5
4,2.0,98038,2960,449.0
4,1.5,98125,1430,375.0
5,2.0,98027,5990,2200.0
4,2.0,98072,3480,810.0
5,2.0,98074,4260,994.0
5,1.0,98031,1820,275.0
2,2.0,98053,1290,300.0
5,2.0,98168,2130,380.0
3,1.0,98198,1170,200.0
3,3.0,98102,1730,635.0
2,1.0,98126,880,280.0
3,2.0,98065,2380,574.0
4,1.0,98004,1330,1050.0
3,2.0,98045,1780,545.0
3,1.0,98006,1220,271.95
5,1.0,98023,2490,630.0
2,1.0,98011,1180,400.0
4,2.0,98092,2310,334.0
4,2.0,98144,1440,332.5
2,2.0,98144,1620,525.0
3,2.0,98038,2620,408.0
4,2.0,98029,3710,846.45
3,1.0,98005,1040,411.1
5,2.0,98042,3320,409.124
2,1.0,98146,800,335.95
5,1.0,98052,2040,480.0
2,1.0,98031,1960,280.0
4,2.0,98075,2670,668.0
4,2.0,98034,2930,750.0
2,1.0,98117,830,394.475
5,2.0,98105,2290,848.0
3,2.5,98112,2510,675.0
3,1.0,98058,1280,175.0
4,1.0,98136,1810,560.0
5,2.0,98074,2080,538.888
4,2.0,98166,1680,359.0
3,2.0,98019,1660,300.0
3,2.0,98030,1650,273.0
3,2.0,98102,1420,670.0
4,1.0,98074,2240,530.0
3,1.0,98103,1230,625.0
3,1.0,98198,1260,248.0
3,2.0,98029,2060,533.0
4,1.0,98034,3090,549.95
4,1.0,98177,3220,485.0
3,2.0,98038,2020,353.5
2,1.0,98074,1910,435.0
3,1.0,98178,1150,241.0
4,1.5,98115,2730,885.0
6,2.5,98102,2890,799.2
3,1.0,98005,2280,760.0
2,1.0,98118,1040,270.0
4,1.0,98052,2440,675.0
3,1.0,98052,1720,499.0
3,1.5,98033,3430,1202.5
4,2.0,98038,2570,320.0
4,1.0,98038,4360,890.0
4,1.0,98001,2060,275.0
4,2.0,98042,3020,490.0
3,1.5,98122,2340,550.0
5,1.0,98056,2400,390.0
3,1.0,98032,1610,277.0
3,1.0,98003,1090,236.0
3,1.0,98092,1470,265.953
3,1.0,98008,1670,545.0
3,2.0,98034,1850,535.0
3,1.0,98006,3940,1450.0
4,2.0,98108,2330,490.0
4,1.5,98065,2020,319.95
3,1.0,98033,1300,625.0
3,1.0,98031,1180,248.0
3,1.0,98007,1320,475.0
6,1.0,98155,2520,410.0
3,3.0,98105,1680,670.0
3,2.0,98027,2000,430.0
2,1.0,98027,1180,313.0
3,2.5,98040,3330,950.0
2,1.5,98112,1880,751.75
4,2.0,98027,2990,760.0
3,1.0,98059,1510,310.65
4,2.0,98092,3110,367.5
4,2.0,98115,2150,580.0
3,1.5,98122,1900,580.0
4,2.0,98074,2720,665.0
3,2.0,98001,1560,239.95
4,2.0,98155,1990,470.0
3,1.0,98115,1740,733.0
4,1.0,98031,2130,250.0
4,1.0,98133,1510,402.0
5,2.0,98178,2100,295.0
5,1.0,98023,2344,355.0
3,1.0,98058,1970,289.0
3,2.0,98133,1470,376.0
2,1.0,98126,940,212.7
3,1.0,98042,1780,325.0
4,2.0,98019,2230,415.0
3,1.0,98177,3570,935.0
3,2.0,98019,1920,372.0
3,1.0,98168,1290,240.0
3,1.0,98059,1880,334.95
4,2.0,98038,2960,426.5
2,1.0,98166,1840,430.0
3,1.0,98118,1890,400.0
3,1.0,98108,1820,455.85
4,2.0,98004,4370,1965.22
3,1.0,98028,1530,400.0
3,1.0,98006,1030,397.5
3,3.0,98109,2000,755.0
5,1.0,98058,1730,287.0
4,2.0,98038,3620,480.0
3,2.0,98045,2040,490.0
3,2.0,98058,2640,365.0
3,2.0,98056,1600,260.0
4,1.5,98133,1480,505.0
2,1.0,98122,700,260.0
2,1.0,98122,700,430.0
4,2.0,98027,3520,905.0
3,2.0,98052,1650,440.0
4,1.5,98115,1360,439.5
3,1.0,98056,1350,270.0
3,2.0,98042,1970,306.5
3,2.0,98126,1470,380.0
4,1.0,98042,1610,215.0
2,1.0,98133,810,299.9
4,2.0,98004,2820,1450.0
3,1.5,98001,1900,239.95
4,1.0,98177,1830,494.0
4,1.0,98059,1730,317.5
4,2.0,98033,2110,670.0
3,2.0,98065,3060,650.0
4,2.0,98118,2620,852.0
2,2.0,98034,1088,250.0
3,1.0,98055,1400,264.95
2,1.0,98177,1540,582.5
3,2.0,98144,1540,384.0
3,1.5,98119,2310,817.0
4,1.0,98059,1730,320.0
4,1.0,98155,2070,445.8
2,1.0,98118,900,263.3
3,1.0,98133,860,215.0
5,1.5,98115,2980,842.5
5,1.5,98115,2980,850.0
5,2.0,98031,2740,386.0
4,2.0,98030,1790,251.1
3,1.0,98072,1750,435.0
4,2.0,98075,3610,870.0
6,2.0,98004,1430,800.0
3,1.0,98052,1570,555.0
2,2.0,98136,2280,280.0
3,1.0,98107,940,356.0
4,2.0,98065,2920,675.0
4,2.0,98074,2260,605.0
5,1.5,98112,2000,690.5
2,1.0,98053,1440,437.0
5,1.5,98004,2310,850.0
4,1.5,98144,2300,350.0
2,1.5,98108,1490,480.0
3,2.0,98059,1830,379.5
5,2.0,98168,4440,600.0
4,2.0,98006,4970,1436.0
2,2.0,98144,1000,303.0
4,1.0,98178,4940,800.0
2,1.5,98103,1980,549.0
3,1.0,98188,1560,324.95
2,1.0,98168,870,170.0
3,1.0,98042,840,178.0
3,1.0,98058,1250,144.0
4,1.0,98040,3120,1580.0
2,1.0,98024,750,258.0
3,1.0,98126,710,345.0
3,1.0,98155,2290,470.0
5,2.0,98118,3750,2903.0
3,1.0,98034,980,350.0
2,1.0,98002,1590,225.5
2,1.0,98199,940,473.0
3,1.0,98198,1750,279.0
3,1.0,98125,1460,470.0
3,1.0,98105,1540,565.0
3,1.0,98136,2560,695.0
3,1.0,98022,1660,315.0
3,2.0,98029,1880,529.0
5,1.5,98053,3500,750.0
3,2.0,98034,1840,481.5
3,1.0,98038,1060,211.0
3,1.0,98034,1790,455.0
2,1.0,98055,810,238.95
4,2.0,98117,2600,722.5
4,1.0,98075,3230,795.0
4,2.0,98032,2240,327.5
4,2.0,98038,3400,585.0
4,1.0,98199,3140,775.0
4,2.0,98075,2780,645.0
4,1.0,98133,2320,445.0
3,1.0,98198,1370,257.95
5,1.0,98178,2230,375.0
3,2.0,98030,1610,245.0
3,2.0,98042,3410,725.0
4,2.0,98074,2810,702.0
3,2.0,98059,1850,330.0
3,1.5,98119,1790,940.0
3,1.5,98155,1150,354.5
4,1.5,98002,2420,279.95
3,1.0,98038,1580,284.0
5,1.0,98028,1760,480.0
5,1.0,98028,1760,647.5
3,2.0,98077,2750,625.0
3,1.0,98042,920,152.0
3,1.0,98034,960,322.0
3,1.0,98107,1120,445.0
3,1.5,98144,1560,595.0
3,1.0,98055,1380,165.0
4,2.0,98023,1940,278.5
3,1.0,98027,1810,517.5
2,1.0,98136,1100,343.566
4,1.0,98002,1980,286.285
4,1.0,98008,1340,474.905
3,1.0,98126,1680,550.0
4,2.0,98001,2060,286.0
3,1.0,98004,2620,900.0
3,2.0,98029,1610,449.95
4,2.0,98198,1490,259.0
3,1.0,98058,1900,340.0
4,2.0,98053,3440,785.0
2,1.5,98107,1840,490.0
4,1.0,98030,2330,344.95
3,2.0,98112,2250,950.0
4,1.0,98116,2000,810.0
2,1.0,98006,3010,998.16
3,1.0,98056,1680,377.0
3,1.0,98033,1530,595.0
2,1.0,98116,970,313.3
5,1.5,98108,1550,360.0
3,1.0,98023,1660,188.0
3,1.5,98014,3680,755.0
5,2.0,98117,3210,1289.0
3,2.5,98027,1480,455.0
5,2.0,98052,3600,817.5
3,3.0,98103,1700,550.0
3,1.0,98023,1680,260.0
3,1.5,98045,1550,320.0
3,1.0,98006,3780,1153.0
4,1.0,98125,2360,362.0
3,2.0,98199,1810,503.5
3,2.0,98029,2290,653.0
4,2.0,98077,3370,760.0
4,1.0,98117,2090,775.0
4,1.5,98136,2130,1339.0
5,1.0,98177,2060,417.5
3,1.0,98052,1560,525.0
2,1.0,98198,730,217.0
4,1.0,98011,2910,525.0
4,1.0,98155,2490,442.5
4,1.0,98006,1710,525.0
4,1.0,98034,1520,425.5
3,2.0,98024,2930,710.0
4,1.0,98070,3160,545.0
5,1.5,98058,2910,410.0
3,1.0,98038,1700,245.0
2,1.0,98002,810,194.9
4,2.0,98042,2000,284.0
2,1.5,98001,1894,280.0
3,1.0,98014,2080,280.0
4,1.0,98106,1730,360.0
2,1.0,98199,720,405.0
4,2.0,98075,3560,865.0
4,1.0,98006,1210,483.3
4,2.0,98092,2130,355.0
3,1.0,98038,1570,274.95
3,2.0,98199,3950,1925.0
3,2.0,98166,3450,755.0
4,2.0,98053,7220,1940.0
3,1.0,98045,1150,309.212
3,1.0,98023,1500,219.95
3,1.5,98117,1300,690.0
3,1.0,98106,1290,250.8
3,1.0,98038,2510,557.5
4,1.5,98105,2320,941.0
6,1.5,98105,5480,3650.0
4,1.0,98042,2030,305.0
4,1.0,98004,2060,815.0
3,1.0,98116,2920,1015.0
4,1.5,98144,3330,1240.0
3,2.0,98056,2110,535.0
3,1.0,98004,1175,775.0
3,1.0,98042,1590,255.0
2,1.0,98155,1070,327.0
4,2.0,98003,2720,560.0
4,2.0,98033,2980,1339.0
3,1.0,98042,1160,199.5
4,2.0,98038,3580,760.0
3,3.0,98108,3020,439.0
4,1.0,98008,2380,527.0
3,1.5,98022,2270,199.95
3,2.0,98042,1660,254.0
2,1.0,98103,830,393.0
5,1.0,98011,2480,585.0
2,1.0,98126,1900,450.0
2,1.0,98029,1670,565.0
5,1.0,98188,2000,330.0
3,1.5,98074,2320,870.0
4,1.0,98008,1860,585.0
3,2.0,98092,2110,500.0
3,1.0,98058,1400,225.0
3,1.0,98058,1400,295.0
3,1.0,98006,2850,775.0
3,1.0,98045,1370,280.0
3,1.5,98103,2170,539.0
3,1.0,98166,2570,567.5
4,1.0,98125,1970,442.5
5,3.0,98118,2980,598.2
4,2.0,98033,2300,610.0
3,2.0,98075,1990,544.9
4,2.0,98072,2390,557.5
3,1.0,98074,2160,532.5
4,2.0,98040,3300,1350.0
3,1.0,98112,1840,750.0
3,2.0,98052,2030,530.0
3,2.0,98136,1400,346.1
4,2.0,98092,2320,260.0
3,1.0,98006,1410,365.0
3,1.0,98075,1860,615.0
4,2.0,98038,1820,318.4
4,2.0,98155,1910,498.5
3,1.0,98034,1540,450.0
3,1.0,98092,1430,200.0
3,1.0,98042,1010,234.0
2,1.0,98146,940,121.8
3,1.5,98116,2600,805.0
4,1.0,98155,2060,410.0
3,2.0,98034,1920,475.0
4,2.0,98199,2900,1337.5
1,1.0,98106,1020,269.0
4,2.0,98052,2150,573.0
3,2.0,98108,1660,330.0
4,1.5,98166,1230,252.75
2,1.0,98053,2170,745.0
3,1.0,98038,1280,280.0
4,1.0,98146,2240,535.0
4,1.0,98115,1780,580.0
3,1.0,98055,1840,301.0
4,1.0,98008,1740,600.0
5,2.0,98106,3040,538.9
3,2.0,98038,2370,366.0
4,2.0,98042,2100,303.0
3,2.0,98136,1470,432.0
2,1.0,98146,1300,300.0
3,2.0,98144,3420,908.8
3,1.0,98107,1190,500.0
5,1.0,98001,2080,254.0
5,1.5,98117,2180,470.0
3,1.0,98008,1460,480.0
3,1.0,98033,1530,536.0
4,2.0,98027,4740,1349.0
3,1.0,98052,1980,550.0
3,1.0,98023,1710,260.0
2,2.0,98155,1160,284.9
3,2.0,98109,2200,740.0
2,1.0,98136,1170,425.0
3,1.0,98146,1120,230.0
3,2.0,98116,1710,675.0
3,1.0,98030,1650,267.5
4,1.0,98118,2840,814.0
4,1.5,98053,3310,1250.0
3,1.0,98125,1860,460.0
3,2.0,98045,2250,445.0
3,2.0,98074,2890,715.0
3,1.0,98125,2120,425.0
4,2.0,98058,2130,370.0
2,1.0,98003,1170,302.0
4,1.0,98008,2120,453.0
3,1.0,98059,1280,290.0
4,2.0,98033,3170,1035.0
4,1.0,98033,2260,925.0
3,1.0,98072,2930,600.0
3,1.0,98126,1060,354.0
4,1.0,98023,1740,204.95
4,2.0,98074,2990,675.0
4,2.0,98052,3530,995.0
5,1.0,98005,2960,800.0
3,2.0,98052,1650,472.5
4,1.0,98007,2720,549.95
3,1.0,98103,1516,575.575
4,1.0,98092,4386,545.0
3,1.0,98133,2580,340.0
3,1.0,98056,960,225.0
2,1.0,98031,1460,299.95
4,2.0,98105,3840,829.9
4,2.0,98038,2090,340.0
4,1.0,98052,2470,515.0
4,2.0,98029,2090,601.0
3,2.0,98059,2070,470.0
3,1.0,98106,1650,371.5
3,1.0,98072,1880,550.0
4,2.0,98023,2060,242.55
3,1.0,98177,1410,367.5
4,2.0,98003,2770,359.0
3,1.0,98001,1390,204.9
4,1.0,98001,5440,850.0
3,2.0,98002,1280,187.0
3,1.0,98058,1720,326.0
3,1.0,98058,1720,340.0
6,1.0,98030,3040,330.0
4,2.0,98052,3780,782.0
4,2.0,98034,2670,612.0
3,1.0,98177,1350,400.0
5,2.0,98177,3490,941.5
2,2.0,98103,870,313.0
4,1.5,98117,2410,735.0
3,1.0,98011,1640,471.0
3,1.0,98155,1540,350.0
4,1.0,98027,2370,530.0
4,2.0,98028,1830,415.0
4,2.0,98052,2330,639.5
4,1.5,98075,2240,580.379
2,2.0,98065,1700,378.0
3,1.0,98058,1750,265.0
3,1.0,98023,1100,212.0
4,2.0,98198,2320,400.0
4,2.0,98008,2540,750.0
5,1.0,98023,3090,384.9
2,1.0,98042,770,176.0
3,2.0,98038,2370,350.0
3,1.0,98030,1200,168.0
4,1.0,98118,2200,358.0
3,1.0,98077,2660,580.0
3,1.0,98034,1600,442.5
2,3.0,98105,1330,515.0
5,1.0,98166,3440,554.0
3,2.0,98075,2510,659.0
4,1.0,98034,2150,414.999
3,1.0,98045,1180,275.0
2,1.0,98188,680,193.0
4,2.0,98058,2840,525.0
3,2.0,98052,1820,424.0
2,1.0,98117,1070,455.0
2,2.0,98126,1250,463.0
4,1.0,98033,2190,1100.0
3,2.0,98115,3000,523.0
4,1.0,98005,2270,615.0
4,2.0,98027,4500,1515.0
5,2.0,98107,3400,870.0
3,2.0,98074,2830,710.0
3,1.0,98023,960,215.0
2,1.0,98117,1530,590.0
5,1.0,98092,2500,323.0
4,1.5,98058,1560,279.0
3,1.0,98177,2070,535.1
5,1.0,98005,2710,830.0
4,2.0,98033,3150,815.0
3,1.0,98008,1880,535.9
3,1.0,98146,1250,230.0
4,1.0,98055,2290,325.5
3,2.0,98056,1990,359.0
3,2.0,98065,2100,505.0
3,1.0,98056,940,253.905
3,1.0,98125,1640,369.95
3,2.0,98038,1860,350.0
4,3.0,98115,2100,650.0
3,1.0,98070,1500,295.0
3,1.0,98177,1680,620.0
2,2.0,98065,3900,1998.0
3,1.0,98166,1400,246.0
3,1.0,98014,2600,430.0
3,2.0,98118,1440,509.99
4,1.0,98033,1870,490.0
4,1.0,98198,2960,385.0
4,2.0,98074,2440,769.0
2,1.0,98023,1122,185.0
3,1.0,98034,1060,303.5
4,1.0,98177,2150,468.0
4,2.0,98042,3100,449.95
2,2.0,98133,880,235.0
4,2.0,98027,2490,520.0
2,1.0,98168,1080,203.0
5,1.0,98008,2530,657.0
3,1.0,98126,1200,275.0
4,2.0,98072,2850,540.0
4,2.0,98059,2950,455.0
2,1.0,98115,1160,458.5
4,2.0,98055,3420,549.9
3,2.0,98115,2240,750.0
4,1.5,98168,1450,235.0
4,2.0,98038,1820,286.0
4,2.0,98033,4700,2650.0
4,1.0,98052,2430,602.0
3,1.5,98115,1960,640.0
3,1.0,98030,1440,267.0
4,2.0,98075,2730,712.0
2,1.0,98065,910,244.5
2,1.0,98065,910,301.0
4,2.0,98109,2430,990.0
4,2.0,98075,3350,739.999
4,1.0,98144,2320,480.0
3,3.0,98133,1260,305.0
3,1.5,98117,1980,703.3
4,2.0,98001,1580,265.0
4,2.0,98045,2710,600.0
3,1.0,98198,1400,253.0
4,2.0,98034,2410,617.95
4,2.0,98106,1790,385.0
3,1.0,98118,1640,319.0
3,1.0,98008,1670,696.0
2,1.0,98126,970,345.0
3,3.0,98115,1610,380.0
4,1.0,98166,2060,647.5
3,2.0,98027,3570,725.0
3,1.0,98038,1400,269.95
4,2.0,98077,3470,875.0
3,1.0,98106,1210,299.95
4,2.0,98004,3930,1875.0
2,1.0,98117,990,430.0
5,2.0,98029,2200,495.0
3,1.0,98031,1510,275.0
3,1.0,98118,1620,333.0
3,2.0,98023,1580,247.0
3,1.5,98092,1260,204.555
3,1.0,98042,2190,432.0
3,1.0,98001,1230,175.0
4,1.0,98008,2030,556.3
2,1.0,98045,780,286.0
2,3.0,98103,1110,320.0
3,2.0,98077,2790,815.0
4,1.0,98056,1660,385.0
4,2.0,98144,3410,1039.0
4,2.0,98023,2390,350.0
4,2.0,98092,1850,277.0
6,1.0,98118,2500,415.0
3,1.0,98155,1000,295.0
4,2.0,98116,2450,969.0
4,1.0,98106,1440,339.888
3,2.0,98030,1660,269.95
3,2.0,98034,2510,1185.0
4,2.0,98075,3090,780.0
3,1.0,98042,860,198.0
2,1.0,98056,1220,350.0
3,1.0,98034,1010,350.0
4,2.0,98023,2390,319.0
4,2.0,98023,3340,311.0
5,2.0,98038,3620,394.0
5,2.5,98112,4200,1335.0
5,2.0,98040,3831,2700.0
3,1.0,98133,1980,396.0
4,1.0,98033,1790,809.0
3,1.0,98052,1580,480.0
6,1.0,98115,2460,535.0
5,2.0,98106,2110,425.0
3,3.0,98117,1470,408.0
4,2.0,98040,3510,1255.0
1,1.0,98117,520,310.0
3,2.0,98038,1950,292.0
